empty, 0, empty, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abc̄d̄ + abc̄d, ad + ac̄ + ab̄, ac̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abc̄d̄ + abc̄d + abcd̄, ad̄ + ac̄ + ab̄, ad̄ + ac̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abc̄d̄ + abc̄d + abcd̄ + abcd, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abc̄d̄ + abc̄d + abcd̄, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abc̄d̄ + abc̄d, ad̄ + ac̄ + ab̄, ac̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abc̄d̄ + abc̄d + abcd, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abc̄d̄ + abc̄d, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abc̄d̄, ac̄ + ab̄, ac̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abc̄d̄ + abcd, ad + ac̄ + ab̄, ad + ac̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abc̄d̄, ad + ac̄ + ab̄, ac̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abc̄d̄ + abcd̄, ad̄ + ac̄ + ab̄, ad̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abc̄d̄ + abcd̄ + abcd, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abc̄d̄ + abcd̄, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abc̄d̄, ad̄ + ac̄ + ab̄, ac̄ + ab̄, ad̄ + ab̄
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abc̄d̄ + abcd, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abc̄d̄, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd, ac̄d̄ + ab̄, ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abcd, ac̄d̄ + acd + ab̄, acd + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd, ac̄d̄ + acd + ab̄, ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abcd̄, ad̄ + ab̄, ad̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abcd̄ + abcd, ad̄ + ac + ab̄, ac + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abcd̄, ad̄ + ac + ab̄, ac + ab̄, ad̄ + ab̄
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd, ad̄ + ab̄, ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abcd, ad̄ + ac + ab̄, ac + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd, ad̄ + ac + ab̄, ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abc̄d, ac̄ + ab̄, ac̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abc̄d + abcd, ad + ac̄ + ab̄, ad + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abc̄d, ad + ac̄ + ab̄, ac̄ + ab̄, ad + ab̄
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abc̄d + abcd̄, ad̄ + ac̄ + ab̄, ad̄ + ac̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abc̄d + abcd̄ + abcd, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abc̄d + abcd̄, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abc̄d, ad̄ + ac̄ + ab̄, ac̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abc̄d + abcd, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abc̄d, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd, ac̄ + ab̄, ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abcd, ad + ac̄ + ab̄, ad + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd, ad + ac̄ + ab̄, ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abcd̄, ad̄ + ac̄ + ab̄, ad̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abcd̄ + abcd, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abcd̄, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd, ad̄ + ac̄ + ab̄, ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd + abcd, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + ab̄cd, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄, ab̄, ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abcd, acd + ab̄, acd + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄, ab̄, ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abcd̄, acd̄ + ab̄, acd̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abcd̄ + abcd, ac + ab̄, ac + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abcd̄, ac + ab̄, ac + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄, acd̄ + ab̄, ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abcd, ac + ab̄, ac + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄, ac + ab̄, ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d, ac̄d + ab̄, ac̄d + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d + abcd, ad + ab̄, ad + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d, ad + ab̄, ad + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d + abcd̄, ac̄d + acd̄ + ab̄, ac̄d + acd̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d + abcd̄ + abcd, ad + ac + ab̄, ad + ac + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d + abcd̄, ad + ac + ab̄, ad + ac + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d, ac̄d + acd̄ + ab̄, ac̄d + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d + abcd, ad + ac + ab̄, ad + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d, ad + ac + ab̄, ad + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄, ac̄d + ab̄, ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abcd, ad + ab̄, ad + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄, ad + ab̄, ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abcd̄, ac̄d + acd̄ + ab̄, acd̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abcd̄ + abcd, ad + ac + ab̄, ac + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abcd̄, ad + ac + ab̄, ac + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄, ac̄d + acd̄ + ab̄, ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abcd, ad + ac + ab̄, ac + ab̄, ad + ab̄
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄, ad + ac + ab̄, ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄, ac̄d̄ + ab̄, ac̄d̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄ + abcd, ac̄d̄ + acd + ab̄, ac̄d̄ + acd + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄, ac̄d̄ + ab̄, ac̄d̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄ + abcd̄, ad̄ + ab̄, ad̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄ + abcd̄ + abcd, ad̄ + ac + ab̄, ad̄ + ac + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄ + abcd̄, ad̄ + ac + ab̄, ad̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄, ad̄ + ab̄, ad̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄ + abcd, ad̄ + ac + ab̄, ad̄ + ac + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄, ad̄ + ac + ab̄, ad̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄ + abc̄d, ac̄ + ab̄, ac̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄ + abc̄d + abcd, ad + ac̄ + ab̄, ad + ac̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄ + abc̄d, ad + ac̄ + ab̄, ac̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄ + abc̄d + abcd̄, ad̄ + ac̄ + ab̄, ad̄ + ac̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄ + abc̄d + abcd̄ + abcd, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄ + abc̄d + abcd̄, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄ + abc̄d, ad̄ + ac̄ + ab̄, ac̄ + ab̄, ad̄ + ac̄
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄ + abc̄d + abcd, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄ + abc̄d, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄, ac̄ + ab̄, ac̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄ + abcd, ad + ac̄ + ab̄, ad + ac̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄, ad + ac̄ + ab̄, ac̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄ + abcd̄, ad̄ + ac̄ + ab̄, ad̄ + ab̄, ad̄ + ac̄
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄ + abcd̄ + abcd, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄ + abcd̄, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄, ad̄ + ac̄ + ab̄, empty, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄ + abcd, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d̄, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄, ac̄d̄ + ab̄, ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abcd, ac̄d̄ + acd + ab̄, acd + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄, ac̄d̄ + ab̄, ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abcd̄, ad̄ + ab̄, ad̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abcd̄ + abcd, ad̄ + ac + ab̄, ac + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abcd̄, ad̄ + ac + ab̄, ac + ab̄, ad̄ + ab̄
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄, ad̄ + ab̄, ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abcd, ad̄ + ac + ab̄, ac + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄, ad̄ + ac + ab̄, ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d, ac̄ + ab̄, ac̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d + abcd, ad + ac̄ + ab̄, ad + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d, ad + ac̄ + ab̄, ac̄ + ab̄, ad + ab̄
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d + abcd̄, ad̄ + ac̄ + ab̄, ad̄ + ac̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d + abcd̄ + abcd, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d + abcd̄, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d, ad̄ + ac̄ + ab̄, ac̄ + ab̄, ad̄ + ac̄
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d + abcd, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abc̄d, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄, ac̄ + ab̄, ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abcd, ad + ac̄ + ab̄, ad + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄, ad + ac̄ + ab̄, ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abcd̄, ad̄ + ac̄ + ab̄, ad̄ + ab̄, ad̄ + ac̄
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abcd̄ + abcd, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abcd̄, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄, ad̄ + ac̄ + ab̄, ab̄, ad̄ + ac̄
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄ + abcd, a, a, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd̄, a, a, empty
ab̄c̄d̄ + ab̄c̄d, ab̄d̄ + ab̄c̄, ab̄c̄, empty
ab̄c̄d̄ + ab̄c̄d + abcd, ab̄d̄ + ab̄c̄ + abcd, ab̄c̄ + abcd, empty
ab̄c̄d̄ + ab̄c̄d, ab̄d̄ + ab̄c̄, ab̄c̄, empty
ab̄c̄d̄ + ab̄c̄d + abcd̄, acd̄ + ab̄d̄ + ab̄c̄, acd̄ + ab̄c̄, empty
ab̄c̄d̄ + ab̄c̄d + abcd̄ + abcd, acd̄ + ab̄d̄ + ab̄c̄ + abc, ab̄c̄ + abc, empty
ab̄c̄d̄ + ab̄c̄d + abcd̄, acd̄ + ab̄d̄ + ab̄c̄ + abc, ab̄c̄ + abc, acd̄ + ab̄c̄
ab̄c̄d̄ + ab̄c̄d, ab̄d̄ + ab̄c̄, ab̄c̄, empty
ab̄c̄d̄ + ab̄c̄d + abcd, ab̄d̄ + ab̄c̄ + abc, ab̄c̄ + abc, empty
ab̄c̄d̄ + ab̄c̄d, ab̄d̄ + ab̄c̄, ab̄c̄, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d, ac̄d + ab̄d̄ + ab̄c̄, ac̄d + ab̄c̄, ac̄d + ab̄d̄
ab̄c̄d̄ + ab̄c̄d + abc̄d + abcd, ac̄d + ab̄d̄ + ab̄c̄ + abd, ab̄c̄ + abd, ac̄d + ab̄d̄ + abd
ab̄c̄d̄ + ab̄c̄d + abc̄d, ac̄d + ab̄d̄ + ab̄c̄ + abd, empty, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d + abcd̄, ac̄d + acd̄ + ab̄d̄ + ab̄c̄, ac̄d + acd̄ + ab̄c̄, ac̄d + acd̄ + ab̄d̄
ab̄c̄d̄ + ab̄c̄d + abc̄d + abcd̄ + abcd, ac̄d + acd̄ + ab̄d̄ + ab̄c̄ + abd + abc, empty, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d + abcd̄, ac̄d + acd̄ + ab̄d̄ + ab̄c̄ + abd + abc, empty, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d, ac̄d + ab̄d̄ + ab̄c̄, ac̄d + ab̄c̄, ac̄d + ab̄d̄
ab̄c̄d̄ + ab̄c̄d + abc̄d + abcd, ac̄d + ab̄d̄ + ab̄c̄ + abd + abc, empty, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d, ac̄d + ab̄d̄ + ab̄c̄ + abd, empty, empty
ab̄c̄d̄ + ab̄c̄d, ac̄d + ab̄d̄ + ab̄c̄, ab̄c̄, ac̄d + ab̄d̄
ab̄c̄d̄ + ab̄c̄d + abcd, ac̄d + ab̄d̄ + ab̄c̄ + abd, ab̄c̄ + abd, ac̄d + ab̄d̄ + abd
ab̄c̄d̄ + ab̄c̄d, ac̄d + ab̄d̄ + ab̄c̄, ab̄c̄, ac̄d + ab̄d̄
ab̄c̄d̄ + ab̄c̄d + abcd̄, ac̄d + acd̄ + ab̄d̄ + ab̄c̄, acd̄ + ab̄c̄, ac̄d + acd̄ + ab̄d̄
ab̄c̄d̄ + ab̄c̄d + abcd̄ + abcd, ac̄d + acd̄ + ab̄d̄ + ab̄c̄ + abd + abc, empty, empty
ab̄c̄d̄ + ab̄c̄d + abcd̄, ac̄d + acd̄ + ab̄d̄ + ab̄c̄ + abc, empty, empty
ab̄c̄d̄ + ab̄c̄d, ac̄d + ab̄d̄ + ab̄c̄, ab̄c̄, ac̄d + ab̄d̄
ab̄c̄d̄ + ab̄c̄d + abcd, ac̄d + ab̄d̄ + ab̄c̄ + abd + abc, empty, empty
ab̄c̄d̄ + ab̄c̄d, ac̄d + ab̄d̄ + ab̄c̄, ab̄c̄, ac̄d + ab̄d̄
ab̄c̄d̄ + ab̄c̄d + abc̄d̄, ac̄d̄ + ab̄d̄ + ab̄c̄, ac̄d̄ + ab̄c̄, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d̄ + abcd, ac̄d̄ + ab̄d̄ + ab̄c̄ + abcd, ac̄d̄ + ab̄c̄ + abcd, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d̄, ac̄d̄ + ab̄d̄ + ab̄c̄, ac̄d̄ + ab̄c̄, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d̄ + abcd̄, ad̄ + ab̄c̄, ad̄ + ab̄c̄, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d̄ + abcd̄ + abcd, ad̄ + ab̄c̄ + abc, ad̄ + ab̄c̄ + abc, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d̄ + abcd̄, ad̄ + ab̄c̄ + abc, ad̄ + ab̄c̄, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d̄, ad̄ + ab̄c̄, ad̄ + ab̄c̄, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d̄ + abcd, ad̄ + ab̄c̄ + abc, ad̄ + ab̄c̄ + abc, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d̄, ad̄ + ab̄c̄, ad̄ + ab̄c̄, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d̄ + abc̄d, ac̄ + ab̄d̄, ac̄, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d̄ + abc̄d + abcd, ac̄ + ab̄d̄ + abd, ac̄ + abd, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d̄ + abc̄d, ac̄ + ab̄d̄ + abd, ac̄, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d̄ + abc̄d + abcd̄, ad̄ + ac̄, ad̄ + ac̄, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d̄ + abc̄d + abcd̄ + abcd, ad̄ + ac̄ + ab, ac̄ + ab, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d̄ + abc̄d + abcd̄, ad̄ + ac̄ + ab, ac̄ + ab, ad̄ + ac̄
ab̄c̄d̄ + ab̄c̄d + abc̄d̄ + abc̄d, ad̄ + ac̄, ac̄, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d̄ + abc̄d + abcd, ad̄ + ac̄ + ab, ac̄ + ab, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d̄ + abc̄d, ad̄ + ac̄ + ab, ac̄, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d̄, ac̄ + ab̄d̄, ac̄, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d̄ + abcd, ac̄ + ab̄d̄ + abd, ac̄ + abd, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d̄, ac̄ + ab̄d̄, ac̄, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d̄ + abcd̄, ad̄ + ac̄, ad̄ + ac̄, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d̄ + abcd̄ + abcd, ad̄ + ac̄ + ab, ac̄ + ab, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d̄ + abcd̄, ad̄ + ac̄ + ab, ac̄ + ab, ad̄ + ac̄
ab̄c̄d̄ + ab̄c̄d + abc̄d̄, ad̄ + ac̄, ac̄, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d̄ + abcd, ad̄ + ac̄ + ab, ac̄ + ab, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d̄, ad̄ + ac̄ + ab, ac̄, empty
ab̄c̄d̄ + ab̄c̄d, ac̄d̄ + ab̄d̄ + ab̄c̄, ab̄c̄, empty
ab̄c̄d̄ + ab̄c̄d + abcd, ac̄d̄ + ab̄d̄ + ab̄c̄ + abcd, ab̄c̄ + abcd, empty
ab̄c̄d̄ + ab̄c̄d, ac̄d̄ + ab̄d̄ + ab̄c̄, ab̄c̄, empty
ab̄c̄d̄ + ab̄c̄d + abcd̄, ad̄ + ab̄c̄, ad̄ + ab̄c̄, empty
ab̄c̄d̄ + ab̄c̄d + abcd̄ + abcd, ad̄ + ab̄c̄ + abc, ab̄c̄ + abc, empty
ab̄c̄d̄ + ab̄c̄d + abcd̄, ad̄ + ab̄c̄ + abc, ab̄c̄ + abc, ad̄ + ab̄c̄
ab̄c̄d̄ + ab̄c̄d, ad̄ + ab̄c̄, ab̄c̄, empty
ab̄c̄d̄ + ab̄c̄d + abcd, ad̄ + ab̄c̄ + abc, ab̄c̄ + abc, empty
ab̄c̄d̄ + ab̄c̄d, ad̄ + ab̄c̄, ab̄c̄, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d, ac̄ + ab̄d̄, ac̄, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d + abcd, ac̄ + ab̄d̄ + abd, ac̄ + abd, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d, ac̄ + ab̄d̄ + abd, ac̄, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d + abcd̄, ad̄ + ac̄, ad̄ + ac̄, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d + abcd̄ + abcd, ad̄ + ac̄ + ab, ac̄ + ab, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d + abcd̄, ad̄ + ac̄ + ab, ac̄ + ab, ad̄ + ac̄
ab̄c̄d̄ + ab̄c̄d + abc̄d, ad̄ + ac̄, ac̄, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d + abcd, ad̄ + ac̄ + ab, ac̄ + ab, empty
ab̄c̄d̄ + ab̄c̄d + abc̄d, ad̄ + ac̄ + ab, ac̄, empty
ab̄c̄d̄ + ab̄c̄d, ac̄ + ab̄d̄, ac̄, empty
ab̄c̄d̄ + ab̄c̄d + abcd, ac̄ + ab̄d̄ + abd, ac̄ + abd, empty
ab̄c̄d̄ + ab̄c̄d, ac̄ + ab̄d̄, ac̄, empty
ab̄c̄d̄ + ab̄c̄d + abcd̄, ad̄ + ac̄, ad̄ + ac̄, empty
ab̄c̄d̄ + ab̄c̄d + abcd̄ + abcd, ad̄ + ac̄ + ab, ac̄ + ab, empty
ab̄c̄d̄ + ab̄c̄d + abcd̄, ad̄ + ac̄ + ab, ac̄ + ab, ad̄ + ac̄
ab̄c̄d̄ + ab̄c̄d, ad̄ + ac̄, ac̄, empty
ab̄c̄d̄ + ab̄c̄d + abcd, ad̄ + ac̄ + ab, ac̄ + ab, empty
ab̄c̄d̄ + ab̄c̄d, ad̄ + ac̄, ac̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd, ab̄, ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd + abcd, acd + ab̄, acd + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd, acd + ab̄, ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd + abcd̄, acd̄ + ab̄, acd̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd + abcd̄ + abcd, ac + ab̄, ac + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd + abcd̄, ac + ab̄, ac + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd, ab̄, ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd + abcd, ac + ab̄, ac + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd, ac + ab̄, ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd + abc̄d, ac̄d + ab̄, ac̄d + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd + abc̄d + abcd, ad + ab̄, ad + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd + abc̄d, ad + ab̄, ad + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd + abc̄d + abcd̄, ac̄d + acd̄ + ab̄, ac̄d + acd̄ + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd + abc̄d + abcd̄ + abcd, ad + ac + ab̄, ad + ac + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd + abc̄d + abcd̄, ad + ac + ab̄, ad + ac + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd + abc̄d, ac̄d + ab̄, ac̄d + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd + abc̄d + abcd, ad + ac + ab̄, ad + ab̄, empty
ab̄c̄d̄ + ab̄c̄d + ab̄cd + abc̄d, ad + ac + ab̄, ad + ab̄, empty
